ApplicationID,InterviewerName,InterviewDate,Score,Feedback
A02768,Dennis Bishop,2024-09-19,56,Average performance
A02769,Patricia Barnes,2024-09-03,79,Needs improvement
A02770,Wendy Roberts,2024-06-10,75,Needs improvement
A02771,Karen Madden,2024-06-10,70,Good technical skills
A02772,Meredith Shelton,2024-03-24,67,Good technical skills
A02773,Cameron Ortiz,2024-10-28,69,Excellent communication
A02774,Sara Sampson,2024-04-27,87,Good technical skills
A02775,Anthony Williams,2024-04-12,85,Average performance
A02776,Christopher Griffin,2024-01-15,85,Excellent communication
A02777,Patricia Moreno,2024-05-22,90,Good technical skills
A02778,David Williams,2024-09-24,91,Excellent communication
A02779,Carrie Dunn,2023-12-27,52,Needs improvement
A02780,Stephen Ramirez,2024-10-09,60,Needs improvement
A02781,Matthew Shelton,2023-12-16,97,Needs improvement
A02782,Mark Kane,2024-07-07,50,Needs improvement
A02783,Manuel Fisher,2024-08-10,99,Average performance
A02784,Brian Smith,2024-01-20,74,Excellent communication
A02785,Jason Gregory,2024-06-30,82,Good technical skills
A02786,Renee Armstrong,2024-05-30,76,Needs improvement
A02787,Brianna Snyder,2024-06-02,81,Good technical skills
A02788,Teresa Berg,2024-03-03,53,Good technical skills
A02789,Kimberly Burke,2024-08-19,63,Good technical skills
A02790,Melissa Pham,2023-12-26,56,Good technical skills
A02791,Jasmine Johnson,2024-03-09,78,Needs improvement
A02792,Lee Obrien,2024-07-18,69,Excellent communication
A02793,Zachary Salazar,2024-10-09,70,Average performance
A02794,Kelly Hood,2024-03-17,51,Excellent communication
A02795,Carl Mosley,2024-04-24,99,Average performance
A02796,Brandon Estrada,2024-10-18,65,Needs improvement
A02797,Jennifer Higgins,2024-10-08,85,Excellent communication
A02798,Maria Newman,2024-01-16,64,Average performance
A02799,David Kirby,2024-11-10,95,Needs improvement
A02800,Daniel Graham MD,2024-04-10,59,Good technical skills
A02801,David Avila,2024-07-17,86,Excellent communication
A02802,Jason Cook,2024-06-12,89,Needs improvement
A02803,Alex Randall,2024-02-16,98,Average performance
A02804,Timothy Johnston,2024-04-21,100,Average performance
A02805,Christopher Krause,2024-02-19,55,Average performance
A02806,Steven Harding,2023-12-19,92,Average performance
A02807,Lucas Meyers,2024-01-25,90,Good technical skills
A02808,Nathaniel Acevedo,2024-04-25,76,Excellent communication
A02809,Kathy Hodges,2024-09-26,80,Good technical skills
A02810,Emily Mckee,2024-01-11,74,Excellent communication
A02811,Adrian Whitaker,2024-01-01,86,Needs improvement
A02812,Kelsey Johnson,2024-10-10,56,Good technical skills
A02813,Taylor Morse,2024-09-05,89,Average performance
A02814,Anthony Berry DDS,2024-02-15,70,Excellent communication
A02815,Destiny Cantu,2024-07-27,72,Good technical skills
A02816,Maureen Doyle,2023-12-17,78,Good technical skills
A02817,Andrew Peterson,2024-07-17,92,Average performance
A02818,Kaitlyn Bean,2024-04-20,90,Average performance
A02819,Sherry Thomas,2024-04-26,89,Excellent communication
A02820,Carl Cunningham,2024-11-23,57,Needs improvement
A02821,Beth Bowman,2024-11-22,87,Excellent communication
A02822,Stephen Whitehead,2024-10-17,96,Excellent communication
A02823,Justin Dougherty,2024-10-21,58,Needs improvement
A02824,Madison Logan,2024-08-08,91,Needs improvement
A02825,Amber Torres,2024-07-22,96,Average performance
A02826,Michelle Collins,2024-03-12,94,Average performance
A02827,Shane Kim,2024-11-13,86,Good technical skills
A02828,Brian Parsons,2024-06-23,54,Average performance
A02829,Marilyn Leach,2024-02-03,50,Excellent communication
A02830,Joseph Montgomery,2024-03-28,99,Average performance
A02831,Shannon Lopez,2024-03-12,52,Good technical skills
A02832,Lindsay Nelson,2024-11-29,67,Excellent communication
A02833,Michael King,2024-11-09,90,Good technical skills
A02834,Shannon Stewart,2024-03-06,82,Excellent communication
A02835,Andrew Mitchell,2024-06-27,69,Good technical skills
A02836,Paul Clark,2024-07-01,60,Good technical skills
A02837,Carol Rojas,2024-07-18,91,Good technical skills
A02838,Matthew Taylor,2024-05-27,60,Good technical skills
A02839,Catherine Gonzalez,2024-04-22,85,Average performance
A02840,Daniel Ferguson,2024-03-22,96,Average performance
A02841,Andrew Warren,2024-04-11,58,Excellent communication
A02842,Andrew Anderson,2024-09-16,69,Good technical skills
A02843,Tyrone Dunlap,2024-02-24,80,Needs improvement
A02844,Chloe Shelton,2024-03-13,65,Average performance
A02845,Anna Greene,2024-11-26,56,Good technical skills
A02846,Lisa Martin,2023-12-31,84,Needs improvement
A02847,Samantha Moody,2024-09-21,58,Excellent communication
A02848,Martin Villa,2023-12-29,94,Good technical skills
A02849,Eduardo Smith,2024-04-12,68,Needs improvement
A02850,Jonathan Wilson,2023-12-18,79,Good technical skills
A02851,Mike Obrien,2023-12-28,77,Average performance
A02852,David Small,2024-11-24,94,Average performance
A02853,Danielle Moreno,2024-03-10,79,Good technical skills
A02854,Nathan Harris,2024-04-20,78,Average performance
A02855,Emily Kaiser,2023-12-18,72,Excellent communication
A02856,Terry Mann,2024-02-14,71,Good technical skills
A02857,Janice Adams,2024-09-22,63,Needs improvement
A02858,Raymond David,2024-09-22,56,Average performance
A02859,Kristi Carroll,2024-06-15,94,Good technical skills
A02860,Stephen Williams,2024-02-10,93,Good technical skills
A02861,Stephen Scott,2024-01-10,72,Average performance
A02862,Alfred Cochran,2024-01-28,52,Needs improvement
A02863,Lee Brooks,2024-09-14,64,Average performance
A02864,Maureen Ponce,2024-07-10,61,Good technical skills
A02865,Cynthia Gonzalez,2024-05-09,63,Average performance
A02866,Karla Fleming,2024-07-11,91,Excellent communication
A02867,Frederick Chan,2024-01-23,53,Average performance
A02868,Isaac Miller,2024-04-22,81,Good technical skills
A02869,Jessica Wood,2024-09-07,64,Average performance
A02870,Jamie Miller,2023-12-17,83,Good technical skills
A02871,Nicole Brown,2024-05-14,69,Excellent communication
A02872,Donna Rodriguez,2024-06-27,96,Excellent communication
A02873,Amanda Yoder,2024-05-31,95,Average performance
A02874,Deborah Phillips,2024-11-23,97,Needs improvement
A02875,Erin Christensen,2024-05-19,75,Excellent communication
A02876,Michael Zavala,2024-04-21,86,Needs improvement
A02877,Vanessa Morrow,2024-06-25,92,Needs improvement
A02878,Barbara Yang,2024-03-11,82,Excellent communication
A02879,Michael Sanders,2024-01-23,61,Needs improvement
A02880,Jason Pruitt,2024-08-26,68,Needs improvement
A02881,Robert Cameron,2024-03-24,66,Needs improvement
A02882,Suzanne Ferguson,2024-02-03,69,Good technical skills
A02883,Dr. Raymond Newman,2024-05-13,61,Good technical skills
A02884,Andrea Barrera,2024-01-31,83,Excellent communication
A02885,Jack Brown,2024-11-15,90,Good technical skills
A02886,Megan Fisher,2024-08-05,81,Good technical skills
A02887,Nichole Parker,2024-02-10,93,Average performance
A02888,Melissa Johnson,2023-12-22,96,Excellent communication
A02889,Amanda Hill,2024-06-16,74,Good technical skills
A02890,Morgan Waters,2023-12-29,63,Average performance
A02891,Michelle Levine,2024-10-01,62,Average performance
A02892,Bradley Logan MD,2024-10-20,75,Needs improvement
A02893,Wanda Edwards,2024-11-27,57,Needs improvement
A02894,Mercedes Gonzales,2024-04-16,98,Needs improvement
A02895,Kimberly Pierce,2024-07-19,80,Needs improvement
A02896,Jessica Wagner,2024-01-21,55,Average performance
A02897,Miss Marissa Wiley,2024-06-19,60,Needs improvement
A02898,Dan Morgan,2023-12-22,79,Good technical skills
A02899,Matthew Smith,2024-07-03,58,Excellent communication
A02900,Kenneth Taylor,2024-03-01,74,Excellent communication
A02901,Tiffany Thompson,2024-09-16,94,Average performance
A02902,Ashley Erickson,2023-12-26,99,Excellent communication
A02903,Ronald Henry,2024-08-28,85,Needs improvement
A02904,Holly Kim,2024-11-20,98,Good technical skills
A02905,Ashlee Crawford,2024-03-26,77,Excellent communication
A02906,David Holmes,2024-04-12,50,Needs improvement
A02907,David Chen,2024-04-07,89,Average performance
A02908,Kelly Lee,2024-08-07,85,Needs improvement
A02909,Bonnie Butler,2024-04-27,84,Good technical skills
A02910,Patricia Rivera,2024-11-11,60,Needs improvement
A02911,Elizabeth Lee,2024-03-28,58,Average performance
A02912,Teresa Wright,2024-01-28,67,Needs improvement
A02913,Shannon Kirk,2024-01-17,60,Excellent communication
A02914,Jeffrey Davidson,2024-04-29,58,Average performance
A02915,Alexander Davis,2024-02-10,97,Average performance
A02916,Jeffrey Martinez,2024-06-30,96,Average performance
A02917,Brett Daniels,2024-10-14,92,Average performance
A02918,Tara Walker,2024-10-15,61,Needs improvement
A02919,Greg Guerra,2024-10-08,100,Good technical skills
A02920,James Marquez,2024-02-28,94,Excellent communication
A02921,Anna Colon,2024-01-28,58,Average performance
A02922,Felicia Smith,2024-09-01,61,Needs improvement
A02923,Timothy Adams,2024-09-22,74,Needs improvement
A02924,Benjamin Adams,2024-02-06,50,Excellent communication
A02925,Diana Ward,2024-04-14,62,Excellent communication
A02926,Elizabeth Vaughan,2024-09-17,98,Excellent communication
A02927,Lauren Marshall,2024-06-15,91,Excellent communication
A02928,Jeanne Gonzalez,2024-08-26,59,Average performance
A02929,Tim Martin,2024-11-17,63,Good technical skills
A02930,Andrew Rasmussen,2024-05-01,88,Excellent communication
A02931,Damon Greer,2024-04-19,93,Average performance
A02932,Brenda Houston,2024-12-04,98,Good technical skills
A02933,Martin Montgomery,2024-10-15,81,Average performance
A02934,Blake Hoffman,2024-06-29,57,Good technical skills
A02935,John Pearson,2024-06-26,89,Needs improvement
A02936,Deborah Morris,2024-04-09,61,Excellent communication
A02937,Mitchell Haley,2024-03-24,72,Needs improvement
A02938,Alison Taylor,2024-06-04,72,Average performance
A02939,Adrienne Douglas,2024-10-18,63,Good technical skills
A02940,Judith Brown,2024-03-02,53,Average performance
A02941,Nicole Davis,2024-05-03,57,Excellent communication
A02942,Susan Williamson,2024-09-17,59,Excellent communication
A02943,Karen Beltran,2024-08-14,72,Average performance
A02944,Michael Elliott,2024-08-22,91,Excellent communication
A02945,Andrea Sharp MD,2024-01-06,68,Average performance
A02946,Oscar Collins,2024-08-31,70,Excellent communication
A02947,Ashley Duncan,2024-08-12,87,Needs improvement
A02948,Lisa Rollins,2024-08-02,92,Average performance
A02949,Meghan Hensley,2024-10-10,97,Good technical skills
A02950,Andrea Brown,2024-04-15,64,Good technical skills
A02951,Joyce Barnes,2024-02-11,90,Average performance
A02952,Robin Huff,2024-04-24,99,Good technical skills
A02953,Christopher Conley,2024-04-22,86,Average performance
A02954,Nancy Allen DDS,2024-01-01,65,Needs improvement
A02955,Rebecca Smith,2024-06-15,87,Needs improvement
A02956,Angela Buckley,2024-03-15,84,Excellent communication
A02957,Jacqueline Coleman,2024-08-27,76,Good technical skills
A02958,Roger Khan,2024-08-02,50,Needs improvement
A02959,Danielle Brown,2024-04-06,78,Average performance
A02960,Scott Casey,2024-03-24,57,Needs improvement
A02961,Dennis Johnson,2024-02-28,52,Excellent communication
A02962,Michelle Davis,2024-03-29,89,Excellent communication
A02963,Mary Huynh,2024-06-26,54,Good technical skills
A02964,Logan Little,2024-06-12,91,Good technical skills
A02965,Mikayla Campbell,2024-06-30,91,Excellent communication
A02966,Steven Anderson,2024-04-26,66,Average performance
A02967,Warren Taylor,2024-08-18,65,Excellent communication
A02968,Matthew Ramirez,2024-07-25,61,Excellent communication
A02969,Brittany Garza,2024-09-01,53,Good technical skills
A02970,Diane Brewer,2024-03-17,97,Excellent communication
A02971,Nicholas Simpson,2024-11-22,66,Good technical skills
A02972,Michael Smith,2024-06-10,89,Good technical skills
A02973,James Gomez,2024-10-17,94,Needs improvement
A02974,Melissa Martin,2024-03-01,68,Average performance
A02975,Elizabeth Dodson,2024-03-20,59,Good technical skills
A02976,Katie Howard,2024-05-24,77,Excellent communication
A02977,Jason Gallegos,2024-01-14,94,Excellent communication
A02978,Nicole Wallace,2024-11-13,94,Good technical skills
A02979,Emily Weaver,2024-04-12,75,Excellent communication
A02980,Carrie Brown,2024-03-27,63,Average performance
A02981,Christine Herman,2024-03-16,62,Excellent communication
A02982,Jessica Ortiz,2024-06-22,65,Needs improvement
A02983,Mark Sanchez,2024-11-04,83,Average performance
A02984,Angela Oliver,2024-07-20,92,Good technical skills
A02985,Leonard Carroll,2024-09-17,77,Average performance
A02986,Nancy Shannon,2024-09-24,80,Average performance
A02987,Dr. Kent Cook,2024-03-26,85,Average performance
A02988,Charles Ross,2024-10-30,99,Average performance
A02989,Brenda Alexander,2023-12-20,50,Excellent communication
A02990,Maria Lewis,2024-03-11,73,Needs improvement
A02991,Samantha Glover,2024-02-06,50,Average performance
A02992,Mark Douglas,2024-04-17,90,Average performance
A02993,Paul Parks,2024-06-02,59,Needs improvement
A02994,Kimberly Estrada,2024-10-07,92,Average performance
A02995,Jeffrey Camacho,2024-02-12,82,Good technical skills
A02996,Rebecca Mendez,2024-10-20,72,Average performance
A02997,Melinda Kelly,2024-07-13,68,Good technical skills
A02998,James Simmons,2024-08-31,74,Good technical skills
A02999,Greg King,2024-02-19,100,Excellent communication
A03000,Seth Kennedy,2024-10-15,65,Average performance
A03001,Monica Johnson,2023-12-10,54,Good technical skills
A03002,Timothy Hicks,2024-09-22,70,Needs improvement
A03003,Kristi Mayo,2024-03-21,68,Average performance
A03004,Jeffrey Cooper,2024-09-11,78,Good technical skills
A03005,Frederick Jordan,2024-05-09,60,Excellent communication
A03006,David Schwartz,2024-02-05,61,Excellent communication
A03007,Nathaniel Whitaker,2024-07-08,55,Needs improvement
A03008,Drew Campbell,2024-05-21,92,Good technical skills
A03009,Mrs. Traci Hood DVM,2024-07-30,90,Average performance
A03010,Mary Nguyen,2024-03-22,97,Excellent communication
A03011,Shane Hudson,2024-02-26,100,Average performance
A03012,Angela Long,2024-11-08,55,Average performance
A03013,Jamie Jordan,2024-01-19,67,Excellent communication
A03014,Margaret Miller,2024-04-05,81,Excellent communication
A03015,Allison Richard,2024-01-08,64,Needs improvement
A03016,Matthew Pineda,2024-11-01,70,Excellent communication
A03017,Jeremy Jacobs,2024-03-10,72,Excellent communication
A03018,Rachael David,2024-05-17,76,Excellent communication
A03019,Stephanie Thomas,2024-09-29,95,Excellent communication
A03020,Larry Bradford,2024-06-13,54,Good technical skills
A03021,Cody Boyer,2024-01-16,91,Excellent communication
A03022,Jorge Simmons,2024-07-31,79,Good technical skills
A03023,Hailey Cook,2024-02-06,69,Needs improvement
A03024,Catherine Potter,2024-08-27,50,Average performance
A03025,Raymond Montoya,2024-04-13,63,Needs improvement
A03026,John Graham,2024-08-12,61,Needs improvement
A03027,Jared Good,2024-05-23,67,Needs improvement
A03028,Larry Gardner,2024-03-13,78,Average performance
A03029,Terry Fleming,2024-08-30,71,Good technical skills
A03030,Ruben Hill,2024-02-11,62,Average performance
A03031,Alex Knight,2024-04-14,60,Needs improvement
A03032,Kara Castro,2024-09-24,87,Needs improvement
A03033,Christopher Calhoun,2024-06-17,64,Good technical skills
A03034,Caleb Allen,2024-04-28,75,Good technical skills
A03035,Hannah Smith,2024-12-03,57,Average performance
A03036,Timothy Peters,2024-05-09,58,Good technical skills
A03037,Christopher Mitchell,2024-05-26,66,Needs improvement
A03038,Tyler Johnson,2024-07-04,63,Excellent communication
A03039,Kayla Davis,2024-10-24,87,Needs improvement
A03040,Anne Johnson,2024-01-31,71,Excellent communication
A03041,Mr. Mason Griffin,2024-09-05,65,Needs improvement
A03042,Jane Gallegos,2023-12-21,75,Needs improvement
A03043,William Kidd,2024-07-24,73,Average performance
A03044,Allen Chambers,2024-02-21,56,Excellent communication
A03045,Christopher Stewart,2024-03-04,80,Excellent communication
A03046,Dana Kim,2024-01-22,53,Good technical skills
A03047,Kevin Johnson,2024-05-27,86,Average performance
A03048,Dr. Nicole Pierce,2024-08-14,72,Needs improvement
A03049,Dr. Deborah Peterson,2024-01-05,88,Excellent communication
A03050,David Carr,2024-07-12,81,Excellent communication
A03051,Ashley Macdonald,2024-01-02,96,Average performance
A03052,Lisa Goodwin,2024-03-23,81,Good technical skills
A03053,Roy Wall,2024-11-27,66,Good technical skills
